Company_Code,Company_Name,Article_Title,Article_Date,ESG_Relevance_Score,Is_ESG_Relevant,Matched_ESG_Keywords,Matched_Non_ESG_Keywords,Rejection_Reason,Analysis_Date
TECHM,Tech Mahindra,"IT, metal, realty stocks tumble up to 4% as Trump's tariffs, FOMC meet outcome weigh The shares of IT, metal and realty companies tumbled in morning trade on July 31 as Trump’s tariffs and penalty on ",2025-07-31,0,False,"environment, penalty","nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex jumps 600 pts, Nifty above 23,300: Positive global cues ahead of US tariffs among key factors behind market rally Benchmark indices Sensex and Nifty surged in early trade on Wednesday, recoveri",2025-04-02,-3,False,,"support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra, NTPC, Zomato shares lead over 400-point recovery on Sensex from day's low The Sensex recovered major losses to end flat as markets closed on February 18. The benchmark index recovered  ",2025-02-18,-3,False,,"stock price, trading volume, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Persistent, TechM, other IT stocks drop up to 4% amid escalating US-China trade tensions The shares of IT companies tumbled on June 2 amid escalating trade tensions between US and China. The sharp fal",2025-06-02,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Trade Spotlight: How should you trade Maruti Suzuki, APL Apollo Tubes, Devyani International, Aditya Birla Capital, Motherson, and others on May 8? The benchmark indices recovered smartly from the day",2025-05-07,-3,False,,"candlestick, resistance, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex plunges 800 pts, Nifty below 24k as Pahalgam attack fuels geopolitical jitters; small, midcap indices fall 3% The Indian stock market is under pressure on April 25, continuing with losses after",2025-04-25,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Auto, IT stocks in red amid tariff uncertainty; Maruti Suzuki, Tech Mahindra shares down up to 2% The shares of auto and IT companies dropped on July 7 as uncertainties around higher US tariffs and no",2025-07-07,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Brokerages mixed on Tech Mahindra following Q1 show, shares fall; should you buy, sell, or hold shares? Information and technology player Tech Mahindra Ltd (TechM) shares fell on Thursday, July 17, af",2025-07-17,-2,False,,"target price, brokerage",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra Q1 Results: Net profit jumps 34% on-year, tops Rs 1,140 crore on low expenditure Tech Mahindra reported a robust set of earnings for Q1 FY26, with the net profit jumping 34% year-on-year",2025-07-16,0,False,environment,q1 results,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra loses 622 employees in Q1, third consecutive quarter of decline IT services major Tech Mahindra's headcount decreased by 622 sequentially in the first quarter ended June 30, 2025. This i",2025-07-16,-1,False,,q1 results,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Buy Tech Mahindra; target of Rs 2000: Motilal Oswal Motilal Oswal's research report on Tech Mahindra  Tech Mahindra (TECHM) reported 1QFY26 revenue of USD1.6b, down 1.4% QoQ in constant currency (CC) ",2025-07-17,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Nifty IT rallies one percent, snapping a two-day fall on strong Nvidia Q1, ruling against Trump tariffs The shares of IT companies surged on May 29 after US chipmaker Nvidia posted strong Q1 results a",2025-05-29,-2,False,,"q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra share price falls 2.02% on Nifty 50 Shares of Tech Mahindra declined by 2.02 percent to Rs 1,570.20 on Monday. At 12:16 pm, the stock was trading lower on the Nifty 50.    Quarterly Fina",2025-07-14,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex falls 300 pts, Nifty below 24,750 on renewed tariff concerns; Auto, Metal, IT drag The equity benchmarks Sensex and Nifty extended losses by noon after a flat start on Friday amid weak global c",2025-05-30,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra Consolidated June 2025 Net Sales at Rs 13,351.20 crore, up 2.66% Y-o-Y Reported Consolidated quarterly numbers for Tech Mahindra are:    Net Sales at Rs 13,351.20 crore in June 2025 up 2",2025-07-17,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra Consolidated March 2025 Net Sales at Rs 13,384.00 crore, up 3.98% Y-o-Y Reported Consolidated quarterly numbers for Tech Mahindra are:    Net Sales at Rs 13,384.00 crore in March 2025 up",2025-04-25,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra Standalone March 2025 Net Sales at Rs 11,583.60 crore, up 11.26% Y-o-Y Reported Standalone quarterly numbers for Tech Mahindra are:    Net Sales at Rs 11,583.60 crore in March 2025 up 11",2025-04-25,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra Standalone June 2025 Net Sales at Rs 11,594.60 crore, up 9.08% Y-o-Y Reported Standalone quarterly numbers for Tech Mahindra are:    Net Sales at Rs 11,594.60 crore in June 2025 up 9.08%",2025-07-18,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"IT shares snap three-day gaining streak ahead of US Fed meet; Coforge, TCS, others fall up to 1.5% The shares of several IT companies dropped on June 18, pushing the Nifty IT index down over half a pe",2025-06-18,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Buy Tech Mahindra; target of Rs 1650: Sharekhan Sharekhan's research report on Tech Mahindra  Reported revenue stood at $1,549 million, down 1.5% q-o-q in CC terms missing our estimate of 0.6% sequent",2025-04-29,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra Shares Trade Lower Today Amid High Volume During today's session, Tech Mahindra shares experienced a decline of 0.84 percent, with the current price at Rs 1,536.10. This movement occurre",2025-06-03,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra Shares Rise by 1.22%, Experience Increased Trading Volume Today During today's trading session, Tech Mahindra shares saw a notable increase in trading volume, accompanied by a rise of 1.",2025-06-04,-1,False,inclusion,"trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"LTI Mindtree, TechM surge 2% as IT index rallies on a rangebound day: What's pushing IT higher Shares of IT companies sharply ended higher on April 29, sharply off lows on hopes of easing trade tensio",2025-04-29,-4,False,environment,"share price, stock price, brokerage, q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex falls nearly 350 points, Nifty below 25,400: IT losses among key factors behind market decline The benchmark stock indices Sensex and Nifty traded lower on Thursday, as losses in IT stocks as c",2025-07-10,-3,False,,"q1 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Persistent Systems, Infosys, other IT shares drop up to 2% as trade, geopolitical tensions weigh The shares of major IT players dropped on June 12 after uncertain US tariff rules and geopolitical tens",2025-06-12,0,False,labor,nifty,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Trade Spotlight: How should you trade TVS Motor, CDSL, Angel One, Tech Mahindra, Container Corporation, Adani Green Energy and others on May 19? The benchmark indices took a breather after a 1.6 perce",2025-05-18,-3,False,green energy,"resistance, support level, trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Trade Spotlight: How should you trade Chennai Petroleum, NHPC, Valor Estate, KPR Mill, Motherson Sumi Wiring, Tech Mahindra and others on July 9? Equity benchmarks gained strength in late trade after ",2025-07-08,-3,False,,"intraday, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Coforge, Mphasis, other IT shares rise up to 4% on optimism over US-China trade talks The shares of IT companies are higher on June 10, pushing the Nifty IT index up over 1.5 percent to emerge as the ",2025-06-10,-4,False,,"share price, target price, brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex rises over 250 points, Nifty above 24,600: Positive global cues among key factors behind market rise The benchmark equity indices rebounded on Wednesday, recovering from a three-day losing stre",2025-06-04,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex down 500 pts, Nifty below 25,100: Nestle Q1 results among key factors behind market decline The benchmark indices gave up early gains and traded lower at around noon on Thursday, dragged by sel",2025-07-24,-6,False,,"stock price, brokerage, resistance, q1 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"'Sholay days of IT are over': CP Gurnani says TCS layoffs show focus towards outcome, not headcount CP Gurnani, IT industry veteran and former CEO of Tech Mahindra, said layoffs at TCS imply that the ",2025-07-28,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra Announces Special Window for Physical Share Transfers Tech Mahindra Limited has announced a special window for re-lodgement of transfer requests of physical shares, as per a notification",2025-08-05,0,False,,,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra, Infosys, other IT stocks tumble on concerns over US' fiscal deficit The shares of IT companies tumbled on May 22, tracking Wall Street peers over concerns of possible widening of US' fe",2025-05-22,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Tech Mahindra shares rise by 2.1% in today's session Tech Mahindra's stock experienced a rise of 2.1% to reach Rs 1644.80 in today's session, driven by positive investor sentiment. This increase marks",2025-06-11,-2,False,,"stock price, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,IT stocks drop up to 1.5% ahead of TCS Q1 results tomorrow The shares of IT companies declined in trade on July 9 as investors actively awaited the release of the first set to Q1 FY26 results from the,2025-07-09,-2,False,environment,"share price, q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Infosys, TechM, others up 2% as US Fed chief Powell's testimony spurs rate cut bets Shares of IT companies were higher on June 25 as market participants saw US Federal Reserve Chair Jerome Powell's te",2025-06-25,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Investors cheer Trump's tariff pause: These are the top gaining spaces Benchmark Indian indices surged on April 11, with Sensex rising over 1,300 points and Nifty 50 up nearly 2 percent following a re",2025-04-11,-1,False,labor,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Coforge, HCL Tech, other IT names rise up to 3% on hopes of early Fed rate cut, Nasdaq rally The Nifty IT index is higher on June 27, tracking Wall Street peers on rising hopes of a US Fed rate cut so",2025-06-27,-1,False,,nifty,Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex surges 300 pts from day's low, Nifty above 25,200: 3 key reasons behind market rise The equity benchmark indices Sensex and Nifty settled marginally higher on Wednesday, rebounding from early l",2025-07-16,-4,False,,"intraday, q1 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex settles 600 pts lower, Nifty below 24,600: Trump's tariffs among key factors behind market fall Benchmark equity indices fell to their lowest levels in about two months on Friday, dragged down ",2025-08-01,-4,False,,"intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex declines over 200 pts, Nifty below 25,100: Selling in IT stocks among key factors behind market decline The equity benchmarks Sensex and Nifty declined for the fourth straight day on Monday ami",2025-07-14,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,Trump's tariff scare spooks Dalal Street: Three stocks that bled the most on Sensex The selling pressure on Dalal Street - induced by US President Trump's tariff scare - saw a cut of over 500 points o,2025-02-10,-3,False,,"share price, trading volume, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex recovers over 900 pts from day's low, Nifty near 24,600: 5 key reasons behind sharp market recovery The equity benchmark indices pared early losses and staged a smart recovery on the weekly exp",2025-08-07,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex, Nifty extend gaining streak to 6th day: Does this rally have more legs? Here's what experts say Benchmark equity indices Sensex and Nifty extended their gaining streak for the sixth consecutiv",2025-03-24,-3,False,sustainability,"resistance, support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Coforge, HCL Tech, Wipro, other IT shares jump up to 7% amid hopes of easing trade tensions The shares of IT companies strongly surged on April 23 after US President Donald Trump hinted at slashing ta",2025-04-23,-3,False,,"share price, q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex falls 200 pts, Nifty below 25,500 amid caution ahead of India-US trade deal, Q1 earnings announcement; metal, IT stocks decline The equity benchmark indices closed lower on Wednesday as investo",2025-07-09,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Pharma, IT stocks tumble up to 4% as Trump tariffs take effect The shares of pharma and IT companies tumbled on March 4 as US President Donald Trump's tariffs on Canada and Mexico came into effect, wh",2025-03-04,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex slips over 1,000 pts, Nifty below 24,500: Rising US bond yields among key factors behind market sell-off The benchmark equity indices tumbled over 1 percent on Thursday, tracking a sharp sell-o",2025-05-22,0,False,"sustainability, sustainable","nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex drops over 800 pts, Nifty below 23,500: Lack of US tariff clarity among key factors behind market decline Equity benchmark indices Sensex and Nifty declined over 1 percent on Wednesday after a ",2025-03-26,-4,False,labor,"intraday, resistance, support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex falls 400 pts, Nifty at 23,200: Trump’s reciprocal tariffs among key factors to rattle markets Benchmark indices Sensex and Nifty slipped in early trade on Thursday, tracking weak global cues a",2025-04-03,-3,False,,"candlestick, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Q1 impact: Deepinder Goyal's net worth surges by Rs 1,700 crore as Eternal shares rise 20% in two days Eternal, the parent company of Zomato and Blinkit, saw its shares surge nearly 15 percent to hit ",2025-07-22,-1,False,waste,"trading volume, nifty",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex falls 600 pts, Nifty below 24,600: Tariff tensions, other key factors behind market decline The benchmark equity indices fell sharply on Monday, with the BSE Sensex tumbling nearly 600 points a",2025-06-02,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex snaps 2-day winning streak, Nifty holds 22,500 after volatile session amid US tariff concerns; IT, realty drag Sensex ended marginally lower on Friday after a choppy session as concerns over gl",2025-03-07,-4,False,,"intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Sensex plunges 1,400 pts, Nifty ends below 22,150 on fresh tariff concerns; markets lose Rs 8.8 lakh crore in m-cap Sensex and Nifty tumbled almost 2 percent on February 28, caught in a wave of broad-",2025-02-28,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Trade Spotlight: How should you trade Tech Mahindra, Zomato, Ajanta Pharma, IndiGo, JSW Steel, and others on February 19? The benchmark indices closed the rangebound session with a marginal loss on Fe",2025-02-18,-2,False,,"candlestick, resistance",Low ESG relevance or finance-only context,2026-09-03
TECHM,Tech Mahindra,"Trade Spotlight: How should you trade Sanghvi Movers, Kajaria Ceramics, TVS Motor, Tech Mahindra, Medanta, Pidilite Industries, and others on August 11? The benchmark saw a nearly 1 percent correction",2025-08-11,-1,False,sustainability,"intraday, resistance",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Nifty IT sharply down on selloff after Fed's inflation, tariff view; Wipro sole gainer on upgrade Shares of IT companies were sharply lower on June 19, after the US Federal Reserve kept key interest r",2025-06-19,-2,False,,"target price, nifty",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Stocks to Watch Today: Hitachi Energy, Lemon Tree Hotels, Embassy Developments, Western Carriers, Power Mech, Premier Energies in focus on 27 June Let's catch up on the latest news from the stock mark",2025-06-27,0,False,,,Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Trade Spotlight: How should you trade Crompton Greaves Consumer, Tata Motors, Kotak Mahindra Bank, SRF, ITD Cementation, and others on March 13? The market cut down losses due to buying interest in th",2025-03-13,-1,False,sustainable,"candlestick, nifty",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Defence shares extend gains for 2nd day amid rising geopolitical tensions; Cochin Shipyard, BEML, others rally up to 5% Defence stocks made significant gains on June 3, pushing the Nifty India Defence",2025-06-03,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Bajaj Finance’s Rajeev Jain likely to be elevated to Bajaj Finserv’s board A succession planning exercise is underway at Sanjiv Bajaj-led Bajaj Finserv group, and Moneycontrol has learnt from highly-p",2025-03-19,0,False,,,Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Sensex jumps 500 pts, Nifty above 24,500: Sharp fall in crude, other key factors behind market rally The equity benchmark indices Sensex and Nifty surged in early trade on Monday amid sustained foreig",2025-05-05,-4,False,,"intraday, candlestick, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,Reliance only Indian firm in highly valued global technology companies list Billionaire Mukesh Ambani’s Reliance Industries is the only Indian firm to have made it to the listing of top 30 publicly tr,2025-06-02,0,False,,,Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Trade Spotlight: How should you trade Nykaa, Amber Enterprises, JSW Steel, UltraTech Cement, Gujarat Gas, Lupin, and others on July 3? The benchmark indices saw profit booking on July 2, falling more ",2025-07-02,-2,False,,"candlestick, resistance",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Pharma stocks slump as Trump shoots letters to 17 global drug majors seeking lower prices Shares of leading pharma companies are sharply lower, as investors tried to assess the impact of US President ",2025-08-01,-2,False,,"brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"'Sholay days of IT are over': CP Gurnani says TCS layoffs show focus towards outcome, not headcount CP Gurnani, IT industry veteran and former CEO of Tech Mahindra, said layoffs at TCS imply that the ",2025-07-28,0,False,,,Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Infosys, TechM, others up 2% as US Fed chief Powell's testimony spurs rate cut bets Shares of IT companies were higher on June 25 as market participants saw US Federal Reserve Chair Jerome Powell's te",2025-06-25,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Metal, realty stocks tumble up to 3% as US Fed's hawkish stance weighs in The shares of metal and real estate companies tumbled on June 19, as no rate cuts from the US Federal Reserve sent jitters to ",2025-06-19,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Taking Stock: Market snaps 4-day gain; Nifty manages to close above 25,500 Indian equity indices started the week on a weak footing as the benchmarks snapped a four-day gaining streak, dragging Nifty ",2025-06-30,-6,False,,"intraday, candlestick, resistance, support level, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Sensex declines over 200 pts, Nifty below 25,100: Selling in IT stocks among key factors behind market decline The equity benchmarks Sensex and Nifty declined for the fourth straight day on Monday ami",2025-07-14,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Sensex soars 450 pts, Nifty above 25,200: Easing inflation, IT buying, other key factors behind market rebound The benchmark equity indices Sensex and Nifty bounced back on Tuesday after four consecut",2025-07-15,-4,False,,"intraday, q1 results, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Nifty IT crashes 2% as fall in Persistent Systems, Coforge, Infosys shares weighs The Nifty IT index tumbled almost two percent in trade, dragged by midcap IT services players Persistent Systems Ltd a",2025-07-24,-2,False,,"brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Trade Spotlight: How should you trade Kaynes Technology, Jindal Stainless, Hero MotoCorp, CCL Products, Grasim Industries and others on August 5? The benchmark indices snapped a two-day losing streak,",2025-08-05,-4,False,,"candlestick, resistance, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,Buy Ambuja Cement; target of Rs 692: Prabhudas Lilladher Prabhudas Lilladher's research report on Ambuja Cement  We visited Ambuja Cements’ (ACEM) Marwar Mundwa integrated cement unit and interacted w,2025-07-03,0,False,,,Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Buy HDFC Bank; target of Rs 2192: Geojit Financial Services Geojit Financial Services research report on HDFC Bank  Incorporated in August 1994, HDFC Bank provides a range of financial services includ",2025-05-14,-1,False,,target price,Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Zydus, Lupin seen weathering generic Myrbetriq court loss, says Elara report Zydus Lifesciences and Lupin are unlikely to face significant valuation impacts despite a US court ruling against them in a",2025-04-17,-3,False,,"stock price, target price, brokerage",Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"Tariff tremors dent shares of Kalyan Jewellers despite a 37% revenue growth in March quarter Gold jewellery retailer Kalyan Jewellers' share prices fell over 3 percent in early trading on April 7, tra",2025-04-07,-1,False,,share price,Low ESG relevance or finance-only context,2026-09-03
LTIM,LTIMindtree,"RBL Bank evaluating opportunities in wealth management, says CEO RBL Bank is charting a plan to enter the wealth management space as it looks to position itself as a full-suite financial services prov",2025-05-21,0,False,,,Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Infosys, TCS, other IT heavyweights drop 1%, IT index snaps 2-day gaining streak amid weak market Several IT stocks declined on May 27, pushing the Nifty IT index down into the red to snap its two-day",2025-05-27,-3,False,,"share price, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Nifty IT index tops the chart after gaining Rs 1.16 lakh crore in value in nine sessions with eight up days The shares of TCS and Infosys were among the leading contributor on Sensex, as IT companies ",2025-06-16,-1,False,environment,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Nifty IT sharply down on selloff after Fed's inflation, tariff view; Wipro sole gainer on upgrade Shares of IT companies were sharply lower on June 19, after the US Federal Reserve kept key interest r",2025-06-19,-2,False,,"target price, nifty",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Trade Spotlight: How should you trade Ramco Cements, Mphasis, CRISIL, Prism Johnson, NIIT, Jindal Steel, BHEL and others on June 11? The benchmark indices closed flat amid rangebound trading on June 1",2025-06-10,-3,False,,"candlestick, support level, nifty",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Small and midcap indices down for a second day over tariff threat and earnings Small and midcap shares were under selling pressure on August 6, weighing down the broader market indices for a second da",2025-08-06,0,False,sustainable,nifty,Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Markets at 5-week high: Sensex soars 900 pts, Nifty above 23,200 on Fed boost; all sectors in green Benchmark equity indices surged over 1 percent on Thursday, with the Nifty reclaiming the crucial 23",2025-03-20,-4,False,,"intraday, resistance, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Sensex zooms 2,975 pts, Nifty above 24,900: India-Pak ceasefire among key factors behind massive market rally The domestic equity benchmarks rebounded sharply on Monday, with the Sensex rallying 2,975",2025-05-12,-3,False,,"intraday, nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"IT, metal, realty stocks tumble up to 4% as Trump's tariffs, FOMC meet outcome weigh The shares of IT, metal and realty companies tumbled in morning trade on July 31 as Trump’s tariffs and penalty on ",2025-07-31,0,False,"environment, penalty","nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Persistent, TechM, other IT stocks drop up to 4% amid escalating US-China trade tensions The shares of IT companies tumbled on June 2 amid escalating trade tensions between US and China. The sharp fal",2025-06-02,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Defence shares extend gains for 2nd day amid rising geopolitical tensions; Cochin Shipyard, BEML, others rally up to 5% Defence stocks made significant gains on June 3, pushing the Nifty India Defence",2025-06-03,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Auto, IT stocks in red amid tariff uncertainty; Maruti Suzuki, Tech Mahindra shares down up to 2% The shares of auto and IT companies dropped on July 7 as uncertainties around higher US tariffs and no",2025-07-07,-2,False,,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Nifty IT rallies one percent, snapping a two-day fall on strong Nvidia Q1, ruling against Trump tariffs The shares of IT companies surged on May 29 after US chipmaker Nvidia posted strong Q1 results a",2025-05-29,-2,False,,"q1 results, nifty",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"IT shares snap three-day gaining streak ahead of US Fed meet; Coforge, TCS, others fall up to 1.5% The shares of several IT companies dropped on June 18, pushing the Nifty IT index down over half a pe",2025-06-18,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"TCS job cuts worry brokerages as execution, attrition concerns emerge, stock slips Information technology giant Tata Consultancy Services Ltd (TCS) shares slipped in trade on Monday, July 28, after Mo",2025-07-28,-2,False,,"target price, brokerage",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"LTI Mindtree, TechM surge 2% as IT index rallies on a rangebound day: What's pushing IT higher Shares of IT companies sharply ended higher on April 29, sharply off lows on hopes of easing trade tensio",2025-04-29,-4,False,environment,"share price, stock price, brokerage, q4 results, nifty",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Persistent Systems, Infosys, other IT shares drop up to 2% as trade, geopolitical tensions weigh The shares of major IT players dropped on June 12 after uncertain US tariff rules and geopolitical tens",2025-06-12,0,False,labor,nifty,Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,Indian drugmakers see potential tail wind in Trump’s MFN drug pricing plan Indian pharmaceutical companies are viewing US President Donald Trump’s revived “Most Favoured Nation” (MFN) pricing policy n,2025-05-14,-1,False,,resistance,Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Coforge, Mphasis, other IT shares rise up to 4% on optimism over US-China trade talks The shares of IT companies are higher on June 10, pushing the Nifty IT index up over 1.5 percent to emerge as the ",2025-06-10,-4,False,,"share price, target price, brokerage, nifty",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Tech Mahindra, Infosys, other IT stocks tumble on concerns over US' fiscal deficit The shares of IT companies tumbled on May 22, tracking Wall Street peers over concerns of possible widening of US' fe",2025-05-22,-2,False,,"nifty, sensex",Low ESG relevance or finance-only context,2026-09-03
MPHASIS,Mphasis,"Infosys, TechM, others up 2% as US Fed chief Powell's testimony spurs rate cut bets Shares of IT companies were higher on June 25 as market participants saw US Federal Reserve Chair Jerome Powell's te",2025-06-25,-1,False,labor,"share price, nifty",Low ESG relevance or finance-only context,2026-09-03
